review;label
daily mix nya sering sekali diputar shuffle kadang bisa diputar tanpa shuffle lalu menekan tombol sembunyikan lagu lagu tidak putar biasanya bisa ada lagu tekan tombolnya lagunya diputar mohon diperbaiki;0
niat gak sih bikin konten musik makin lama makin menyebalkan mau dengerin musik lagu yg dimasukin playlist gk ada malah diputer lagu habis iklannya banyak sih ngasih iklan pertimbangkan jumlah durasi diberikan terimakasih;0
bagus si bagus cuma ada kekurangan tolong perbaiki biar mkin bnyk yg download berikut adlh kekurangan yg aku alami kalo pengen ngulangin lagu ny g bisa hrus pkai data biar lagunya bisa diputerin berganti trs kadang? muterin playsit yg sukai nah tdk lama kmudian ad lagu yg belum favoritin lagu yg favorit in belum ad stnghnya diputerin knp lgu kupukupu kertas g bisa aku puterin;0
kesan pertama nyoba pengen yg premium upgrade premiumwaauuu telinga waktu sangat dimanjakan sekali terima kasih spotifypakai yg premium gak bakalan nyesel boys and girl;1
spotify jadi tidak bisa dipakai awalnya tidak terhubung internet beberapa jam kemudian padahal sinyal bagus lalu copot pasang app sekarang membuka spotify selalu keluar layar hitam;0
ksih 5bintakalau ada 10bintangsih ksihkarena aplikasi inimenyenangkanudah offline ada dj yg paling enakada lagu nias mantap pokoknyaaplikasi memuaskansalam yaahowu syalom;1
downloadan lagu yg udah didownload gak bisa diputar kan diketerangan ada tulisan gratis bisa offline didownload apa emang masuk mode premium baru bisa dengerin sama bukan gratis tpi masuk mode premium berbayar baru bisa denerin lagu nya sama aj kalau berbayar mending gag usah ada tulisan diketerangan aplikasi bisa memdengarkan lagu gratis trimakasih;0
kalau mau shuffle silahkan lagu ga ada playlist diputar apa gunanya playlist kalau lagu ga ada diadaadain lagu disuka ga disuka diputar random mana lagu didengar lama munculnya malah mutar duluan entah lagu apa kalau mau promo lagu orang silahkan kan ada iklan muncul random sih diedit playlisnya diadain lagu random diedit diputar tetap aja entah lagu apapayah;0
aplikasinya bagus sihtapi karna kebanyakan iklan jadi aku kasih bintang 3iklannya aja bisah sampek 35 iklanjadi aku kasih bintang 3ya kalau aku sihdi kurangi aj iklananyamakasih;0
okay aku sebenernya suka spotify sejak dulu aku ngerti premium cuma aku mau tanya kok gabisa share lagu instastory sebelumnya aku bisa kok share instastory;0
sering banget lo lagu playlist berhenti sendiri gimana sih spotify padahal nyalakan lg bisa muter gimana nih;0
siungguh mengecewakan download total 6 gb hilangkan download ulang padahal masa berlangganan lama ngaco spotify baru berlangganan premium memang pikir murah download 6gb;0
memang kualitas audio kalah beberapa app stream kalau ui algoritma acungin 10 jempol buat spotify gaada yg bisa ngalahin pokoknya;1
sangat memuaskan mohon selalu ditingkatkanpertahankan kualitas musik musik spotify kualitasnya sangat bagus lalu ada opsi equalizer menambah tambah bagus hampir sempurna ada fitur lirik;1
aplikasi udah berlangganan premium trus download lagupas masa premiumnya habis lagu download malah hilang semuaini bisa dijelasin gak penyebabnya kalau gini terus mending hapus aja aplikasinya;0
sy bisa cari beberapa konten lagu nostalgia yg pernah sy tau mudah komplit terimakasih aplikasi spotify semoga next lbh mantab lg lagu bisa didengar kontinew sesuai daftar pilihan;1
sejauh pemakaian aplikasi baguuss walopun yg standar msh ada iklan maklum yg penting jgn kbnykan iklan tp terkadang msh bnyk lagu2 yg blm masuk spotify terutama lagu2 lama smoga lebih lengkap skali cari lngsung ada trims;1
sangat menyukai playlist ada spotify kurang suka tampilan halaman aplikasi kurang menarik;0
memiliki pulsa sejumlah rp67000 membeli premium 1 bulan menggunakan pulsa seharga rp54990tetapi tidak bisa dikarenakan saldo tdk cukuppadahal pulsa mencukupi membeli preium tersebut tolong diperbaiki;0
overall bagus cmn ada satu kekecewaan soal pembayaran data sy sdh dikonfirmasi sbg seorang mahasiswa jdi bisa ambil paket pelajar pembayaranbya mesti pake paypal pendaftaran kartunya menggunakan kartu kredit hellow mna ada mahasiswa yg punya kartu kredit kartu debit sy selalau ditolak akhirx sy mengganti paket reguler yg lebih mahal duarr kartu debit sy diterimaniatx buat pelajar tp paketx mlh dipersulit bgn pembayarannyasaya kecewa sekali;0
good udah bagus dipertahanin soalnya susah nyari aplikasi musik hampir ada semuanya thanks spotify tolong jangan kecewain gue krna udah ngeluarin pundi2 uang buat kalian;1
wah keren si aplikasinya lagunya banyak banget saran gk kasih fitur lirik hehehe biar gampang buat hafalinnya makasih;1
menarik hingga mengelegarkan dunia bumi danatau langit 7 annya kan yia k detik2 inipun bersamaan w a nya semakin menggoncangkkan dunia ann mars slm aktifis salalu 12 032020 m;1
jelek bgt niat ga sih bikin konten musik keterlaluan bgt kayak gaguna aja ada konten buat yg males beli premium kyk ga keberatan kok klo ada iklan tp bener2 gabisa denger lagu yg disuka hrs shuffle jd buat apa dengerin lagu disini klo gabisa dnger lagu yg mau aja apus ajalah gaguna bgt;0
kebanyakan sponsor satu jam jatah nex lagu 6 kali habis pilih lagu misalkan kusus ungu yg muncul ada lagunya kangen band adeh parah sekali;0
gmna sih cara pake spotify mohon bantuannya soalnya bingung gmna cara liat daftar lagu ditop 50 kok gabisa liat daftarnya tangga lagu yg naik turun cuma ada tulisan putar shuffle klo yg sih baguslah oke;1
suka tutup sendiri gimana aku udh coba restart berkali2 aku pikir hpku eh ternyata hp yg gitu minta tolong segera dibenahi terima kasihh;0
sekarang cukup puas kalau bisa kembangkan misal fitur karaoke downloadnya satu2 tidak sekaligus aplikasi nya lebih menyenangkan terimakasih;1
coba login kata sandi salah lalu mengubah kata sandi sesuai perintah email jelas tertulis kata sandi diubah tetep gk bisa mengecewakan sekali;0
bagus hasil suara vocal suara sounds nya perbaiki menjadi lebih baik lebih bersih lebih baik bila ada pengaturan aquileser nya;1
baru aplikasi musik lagu bisa milih sesuka ga kaya aplikasi sebelahsudahlah online banyak iklannya lagu ga bisa milih berlangganan;1
senang bisa mendengarkan lagu era 2000 an yah masa lalu indah dimanapun berada semoga teman teman masa lalu diberi kesehatan bahagia;1
mon maap kurangi bintangnya kok sekarang daily mix nya shuffel kadang kadang kok keterangannya tdk ada koneksi internet padahal pkt datanya buat apk bisa lo;0
luar biasa sy sangat sukasekali aplikasi sy harap aplikasinya tdk ubah cintai banyak orang seluruh pelosok tannah air kiita tercinta;1
ga ada liriknya yahterus cara download lagunya gimanaterus online aja yah ga bisa ofline;0
saran bisa liat isi favorit bisa memilih lagu sendiri favorit kan sekarang kurang suka;0
g bagus update eh gk bisa dengerin lagu lagu serimg putus putus padahal udah dowload;0
makin sini makin lemot aja walaupun pakai premium buka pengaturan aja jedanya lama sekali;0
sangat ok kwalitas suaranya hpnya mendukung atmos yg sdh hi res memang beda padahal aku belum update premium mungkin tambah;1
update versi spotifynya suka mati sendiri kadang mati pas ada notif;0
aplikasi mantap jiwa buat orang galaupatah hatisedih menjadi orang senanggembirabahagia;1
nyesel gw update jdi banyak iklan nya musik nya masa gk bisa pilih sendiri muter acak bagusan update yg sekarang yg update enak gk ada iklan enak pilih lagu bebas malesin sumpah auto cari yg ni mah spotify uninstall;0
enak banget nih aplikasinya lagu nya enak enak ada saran nih bisa gak ada fitur timer nya soalnya klo mau tidur suka demus;1
awal pemakaian baguss sini sini malah jadi kurang baguss daftar putar g terlihat mohon segera perbaiki biar bintangnya terang;0
mau tanya kok pengaturan canvas akun hilang siangnya ada tdk dpt digunakan;0
cuman 1 kekurangan nyabelum ada lirik lagu nyahehehekan lumayan bisa karokeanmudahan kedepan nya pas mutar lagu ada lirik nya;0
lagunya lumayan lengkap tp knp stelah percobaan 1bln gak bayar bulanannya lagunya terbatas padahal muter lagu pake kuota gak mesti bayaran bulanan lh kan dah potong kuota tu;0
ga bisa masuk apl nya pdhal aku negeri tpi mencoba masuk tulisannya luar negeri;0
semenjak perbaruijadi kurang memuaskankarena dngerin lagu satu per satuga bisa nex playq suka apk yg dulutrima kasih;0
buat yg ragu ikut premium jgn ragu lagilahyg paling kualitas suara beda jauh sama yg gratisan so kalau mau kepuasan yg lebih dlm mendengarkan musik kuy premium kan;1
sangat nyaman menggunakan spotify keep up the good work rasa ada harga ada barang jadi bilang mahal worthy kok coba aja;1
memilih lagu sampulnya pas pas putar lagunya tolong perbaiki bagus sih kurang pas aja;0
aplikasi musik yg kerendan sangat memuaskn pokok y gk nyesel dh download aplikasi;1
nggak premium sii aku jadi byk iklan membantu lah cari cari lagu tanpa download ribet2 kapan2 adain paket free lahd;0
baru download apk tp tidak bisa masuk muncul tulisan tidak ada koneksi internet mohon pencerahan nya terimakasih;0
tlg dikembangkan tetap bisa musik an walaupun offlinejadi udah denger bisa didenger offline;0
knpa udh redeem terus masukin kode malah keterangannya terjadi kesalahan coba udh kali kaya gitu kehilangan 2 bulan premium;0
aplikasi sangat bagussemua laguartis ada spotify enggak susah susah download lagu kesukaan kalian satu satudan kalian bisa bikin playsit ada lagu btsblackpinkjazmelly goeslawariana grandealan walkeritzyexodan banyak lagipokoknya lengkap banget dehh kalian download;1
siih tiap mau muter podcast suka tibatiba nutup sendiri aplikasinya aku kasih bintang 1 dulu deh;0
aku pengguna spotify lumayan lama alhamdulillah ga prnh ada masalah aplikasi musik paling top buat aku;1
aplikasinya udah bagus entah apa terjadi ada 2 tanda panah trus lagunya cuman bisa diputar setengah;1
musik menemaniku lembur sportify mo muter lagu apapun tinggal milih tak perlu repot bikin semangat;1
kurang bagus sih gak bisa temukan lirik tolong gamana;0
spotify ok lah sy kasi 4 bintang banyak lagu tdk ada cari lagu hit yg dikasi live consert aja;1
sedikit kecewaaaa sebenrnya gua gak masalh mau bayar tah mau boros kuota tah ok lah coba benrin dulu suaranya kurang jernih telinga kurang nyaman bgt pake heandst buuh edaaaaan suaranya nambah ajuuur njir dengerin musik kok suaranya kaya tahun 90an fucek fucek fucekiiiiiiiiiiiii;0
aku dah beli langganan yg premium tiap puter lagu lagu 3 4 berhenti sendiri lagunyapadahal udah donlot lo sering mati sendirimengecewakan;0
aplikasi gmna sih ga berlangganan debet berlangganan terus tolong lah perbaiki rugi jarang pake tp debet berlangganan trs;0
mau putar artist muncul ada putar shuffle terus ga bisa ganti klo ganti malah artis bukn yng kanv;0
pemutar musik terbaik pernah ada lagunya lengkap banget pokoknya easy to use deh spotify thank u so much spotify;1
bagus banget gak bakal nyesel kalau donload buat suka nyanyi sama kaya aku donload yaa oke bye;1
knp lagu tadi aku puter habis aku matiin aku nya gak ada lagunya pdhl udah ku cari sampe bawah tp ttp gk ad mogaon perhatiin mksh;0
bagus aplikasi nya cara download nya gimana gua gak paham tolong kasih tau ok thnks;0
aplikasinya sih oke bagus ak kasih bintang tiga aja saran ak sih klo lagu diberi lirik nya jga;1
yeesakhir nya sejak kemunculan spotifyaku jadi bisa denger lagu main games biar ga gabutterutama aku sering play lagu btswieeehkeren deh pokok nya spotify itubagi yg tertarik silah kan download aja ply storeatau app storegak bayar kokmakasih spotify sudahmenghibur lagu lagu yg ku sukai;1
selalu melakukan perubahan suportif musik podcsdt baik aku beri rating 4;1
Sekarang spotify lemot jadi aneh, walaupun premium tapi lama :v;0
Ngak bisa di hentikan putar acaknya;0
ada shuffle padahal kemarin belum ada shuffle aku seneng banget gak ada iklan sama sekali sekarang ada shuffle lagunya gak bisa dipindahin selalu ada iklan kumohon perbaiki aku seneng tau gak denger lagu aplikasi sekarang makin berubah perbaiki sekarang;0
awalnya suka lengkap tpi skrang ada sistem suffle sama sekali g nyaman mau play lagu a tpi g bisa yg dlu g tau kapan lagu yg diinginkan play g bisa next ato previous kalo bgni jgn hadirkan next previous haruskah membuat 1 playlist 1 lagu bisa lngsung lagu yg inginkan sistem yg baru menurunkan sekali kinerja aplikasi lambat tidak praktis pdahal era konsumen menuntut yg cepat praktis bye spotify;0
ko gak bisa bikin insta story instagram sih gimana udah coba beberpaa kali tetep gak bisa;0
nyeselll bngt donwload aplikasi semakin lama semakin nyebelin klo mau putar lagu ny mlh yg keluar cma bagian reff ny doank kenapaa;0
diputar suffle lebih enak versi lama fungsi app pemutar musik mencari musik suka bebas memilih lagu mana didengar bukan diputar acak tolong kembalikan versi sebelumnya;0
gk usah perbarui donk kan apk udh bgusngpain lgi updatemungkin hp mreka aja yg cacat;0
ndak sukaaaa apa gunanya playlist kalo muncul lagu enak enak dengerin playlist eh muncul lagu pas diliat lha kok banyak lagu sii berkonten explicit semua sampah;0
aplikasi penyedia music paling cocok hampir semua lagu music baru lawas tersedia disini memang berlangganan kalau mau mendapatkan full feature bisa memainkan lagu lewat samsung galaxy watch terimakasih;1
membuat akun premium pembayaran melalui pulsa telkomsel pin sangat lama terkirim nomor dikonfirmasi akun maksudnya sms konfirmasi pin padahal pulsa cukup banyak pembelian lebih nominal dibeli apa salah pernah premium nomor sama;0
kasi bintang 2 lirik nya telat usahakan sesuai la babang;0
the besttapi sayang banyak lagu lama ga ada original nya disini;0
merasa terhibur adanya spotify membuat hidup lebih berwarna suara;1
mendapat pengalaman yabg luar biasa mencoba spotify opsi lagu lengkap kualitas musik optimal sangat memanjakan pendengarcoba spotify sekarang;1
wahhhsaya suka senang aplikasinyasaya bisa mendengarkan musik vavorit sayaterima kasih spotify;1
suka syekalii klo bisa ada lagu terbaru baik indo luar selalu share baru yaa thanks;1
bagus buat hiburanjg jd teringat masa lalu tg terindah dgr lagu yg sukai;1
aplikasi nya payah iklan premium mulu niat gak sih buat aplikasi yg sekali download lagu langsung bisa diputar offline sekalipun;0
spotify tolong matikan mode shufflenya buat penggunanya ga nyaman kesel banget perasaan dulu ga ada shuffle nyaman2 aja kalo streaming iklan ga masalah tp shufflenya bener2 ganggu mau muter lagu yg diputer malah yg jadinya nunggu lama dulu buat muter lagu yg dipengen cuma gara2 ikutin si shufflenya tolong baca inii;0
aplikasi jelek gak usah didownload mau dengerin lagu nggak masuk akal nyambung nya lagu;0
susah sekali login reset gak bisa jelek banget;0
sebelumnya tidak pernah mengalami kendala selama pemakaian spotify selama 2 hari belakangan semua lagu putar selalu berhenti detik 9 tidak melanjutkan lagunya padahal sinyal bagus bisa awalnya pikir kendala sinyal sinyal tidak berpengaruh sama sekali mohon diperbaiki secepatnya;0
mantapp cuman susah mau dengar lagu bahkan tidak bisa kalau kalian belum premiumtapi kalau podcastnya bisa;0
ga bisa download lagu padahal premium 3 bulan selalu membuka aplikasi tidak pernah muncul notifikasi sedang me download lagu;0
pencarian judul lagu penyanyi tidak bisa menampilkan keseluruhan lagu penyanyi tersebut;0
payah iklannya ngebacot mulu nyuruh langganan premium kalo udah premium katanya bisa setel musik spotify apa kapan bebas hambatan artinya tidak tergantung sinyal dong nah giliran udah aktifin paket premium terus gue nyalain musik dikamar mandi langsung mati gara? kaga ada sinyal gimana nihhh kaga sesuai iklankan iklan aja terooos ampe berbusa;0
lagu nya udh kumpulkantapi mutar lagu gk ada daftar;0
spotify aplikasi musik sangat baik download lagu bajakankarena lagu sedang cari hampir semuanya adatapi sayang ada beberapa lagu bisa diakses premium contohnya lagunya nico touches the wallsdan sayangnya memakai spotify free jadi tidak bisa mengakses lagu bisa diakses premiumbagi kalian tidak suka shufflebayangin aja shuffle hidup kitaterkadang tidak sesuai keinginan;0
mantaplagu lagu enak banyak pilihan jadi suka gak bosenin sukses slalu spotify;1
puas aplikasi satu gak ada iklan menikmati music cuma terkadang music terhenti lanjutkan kualitas aplikasi bintang 5 kamu;1
canvas udah on video nya gak jalan pas dicek malah off sendiri butuh solusi;0
aplikasi gk guna gk bisa milih lagu acak terus yg mainkan udh gitu terlalu banyak iklan;0
lagu nya campur campur kaya es campur suara iklan lebih keras dri lagu;0
user interface nya bagus kalau bisa ditingkatkan koleksi lagu tolong sekali terus update lagulagu hilang mohon diupdate kedepan nya banyak sekali lagu suka mark hitam subscribe selama 6 bulan sejauh problem nya sih keep it up;1
katanya berlangganan 3 bulan jadi premium sdh pakai kartu debit sukses belum 3 bulan baru 3 harian sdh jadi spotify free padahal sdh niat mau jadi member 3 bulan pemakaian huh hoax kayaknya;0
waaaaw maaaantaaap pokoknya aku instal mantap hasilnya langsung aku uninstal;1
semua lagu kumplittinggal pilih mau putarbagus deh pokoknya aplikasi inisangat puas;1
ada banyak lagu favorit sana tinggal telusuri pencet ada kanan bawah lalu tulis lagu kesukaan selamat menikmat;1
susah mau mutar lagunyalain dipilih nyanyi;0
muternya acak parah banget sih perasaan dulu gak kaya gini deh;0
paket spotify premium jangan mahasiswa berlaku anak menengah;0
gk tw knpa q seneng bnget ps prtma kali download aplikasi background nya bagus semua lagu yg q cari ada tpi ps 2minggu q gk buka aplikasi tiba2 gnti aja gtu pengaturannya mw dengerin lagu sesuai yg q mw tu gk bisa udah q otak atik ttep gk bisa lebih bagus joox;0
tralu pake internet cuma kalo offline bisa keren;0
akun tidak ada lirik akun memiliki lirik ada penjelasan;0
gpp iklan gpp suffle tp suara iklannya kecil kan jgn tiba2 keras menggelegar;0
aplikasi bagus banget lagunya lumayan lengkap ada sih yg lagunya tdk ada diapp pokoknya aplikasi sangat bagus;1
ada lagu tidak bisa putar lagu tidak lengkap harap spotify bisa menambah lagu? tidak terkenal tidak terkenal;0
mantap banget 1000 buat spotify musik terlengkap pernah ada se1000000 lagu bebas putar tanpa download gratis terimakasih udah ngerti in aku;1
best lah pilhan hargapun ada bisa jangkau;1
dengerin lagu kualitas jernih bas nya mantap iya disini spotify hari hariku jadi enjoy dn asik komplit memuaskan pilihan lagunyathanks so much spotify;1
mau buat album lagu sendiri terkadang ditambahin lagu gak jelas sama spotifypadahal gak ada nambahin lagu tersebutuntuk kedepannya mohon diperbaiki;0
lagunya banyak tgl cari2 aja bs dinikmati stiap waktu walaupun tanpa internet;1
apk gimana sih edan bangetmasa cuman tidak punya kuota sehari ajah lagu udah download download sih cepet abis dong kuota kalo mau putar lagu download dulu mah huuuh apk apaan mah sumpah gw nyesel banget nginstal apk;0
karna aku tidak bisa memutar lagu yg aku suka sekali klik mesti memutar acak;0
ga suka maunya streaming bts sama txt aja ga mau campur yg suka muter lagu idol sii ganggu orang streaming aja aku udah milih lagu buat dijadiin playlist biar gampang streaming nya ehhh malah tibatiba muncul lagu laen kalo iklan aku toleransi yaa lagu sampe akhir wht gk bisa terima;0
spotify memang bagus musiknya komplit bisa akses;1
sy udah niat beli pulsa 60rb buat daftar bulanan yg 54rb pas daftar ga bisa katanya pulsa tdk mencukupidi coba berkali kalipun ttp samalalu sy turunkan yg 7 hari 16rbeh ttp ga bisa padahal saldo pulda sy 60 rb udah lah mending daftar saiangannya aja joox;0
kecewa upgradenya upgrade bisa pilih sendiri lagunya pdhl 2018 udh pake spotify;0
goblok nyesel gua kasih 5bintangpas gua komen tau tau nya lagu yg udh d donwload pda gk ada goblok ngabisin kuota gua ajjh apk gaguna;0
playlist lagunya shuffle pas search lagu shuffle diganti lagu uninstal;0
sangat menyenangkan mendengar lagu2 ada daftar lagunya;1
oke bangatcuman gak bisa offline lagu posisi favoritsemoga kedepan posisi favorit bisa offlineoke terimakasih;1
permisi pas mau daftar koq gak munculmuncul selalu diam tidak ada kelanjutannya mohon perbaikannya;0
baru kali ngasih bintang satu apps apapun transaksi apapun coba rasakan sendiri deh gimana makek spotify terlalu susah iklan kalo muter 1 album album kali jangan melenceng lagu sebelah mau premium tp ga ada trialnya gimana mau tau kualitas premiumnya;0
awal kali pakai sih asik nyaman ganti perangkat s8 sering bgt lagunya jadi putus? gituwaktunya diatas 5 menit deh kadang mati sendiri lagunya secepatnya perbaiki biar tetap menjadi yg terbaik;1
tolong dong putar lagu nya tidak shuffle bisa milih musik mana mau putar dulugitu lagu? cover nya adain terus hasil pencarian lagu yg keluar jgn playlist lagu nya langsung bintang 3 dulu;0
pencarian nya kalau bisa sesuai kan selebih nya udh bagus;1
haiselamat siang aku suka bangeeeeet nget sama aplk musik satu iniaku merasa beruntunggg banget bisa donload inimasyaallahseluruh lagu yg aku cari ada aplk inirasanya lengkap bnaget dah tolong aku donkbagaimana caranya mendownload musik biar bisa disimpan diperangkat oflineaku ga tau tolong kasih tahu aku yalewat fb ku julia tahmawatidi bionya ada tulisan cari kawan bukan lawanpleaaasseee;1
sejauh aman nyaman dengerin musik pake spotify;1
musiknha mantap tidak ribet pakai aplikasi nyari lagu apa aja ada good job;1
sering berhenti sendiri tiba2 mohon diperbaiki bugnya;0
bagus suka aja pakai aplikasi sekedar dengerin podcast streaming lagu yg cuma sayangnya kadang lagunya suka mati sendiri ada baiknya kalo fitur timer bisa atur sendiri bisa dimatiin berapa lama atur waktunya;1
so far so good kualitas suaranya bagus lagu yg diputar sesuai keinginan bisa didengarkan offline didownload ok sip yg protes ko lagunya shuffle gak bisa didengar offline yg gratisan coba upgrade premium bayarnya murah ko gak mahal;1
bisa dengerin lagu yg hits top dllpokoknya nggak bakal nyesel kalo pke spotify klo pake yg premium wah tambah ntappsss;1
kurang baguslagunya berlangganan baru bisa didengar;0
kok hp gue gk ada aquqlizerr nya suara jadi cempreng standar;0
Coba tolong iklan nya sedikit berkurang , maximal 2 iklan, karna yg install aplikasi ini belum tentu tajir semua, tolong dikurangi iklan nya;0
Kenapa abis perbaharuan tampilan engga kaya dlu,kecewa;0
kok gabisa daftar. kecewa!;0
Makin aneh setelah diperbarui ..;0
selalu sering banget memutar lagu selalu lagunya mati sendirinya aneh pdhl sy premium download tolong perbaiki mengganggu kenyamanan kalo terusterusan begini mending uninstall bye;0
baru aplikasi paling mantap sedunia aku nyariaplikasi seprti ternyata ada aku sungguh bersukur banget samah aplikasi terutama pembuat aplikasi terimakasih banyak terimakasih banget semoga sukses terus bos;1
pokoknya aplikasi sangat membantu bermain game suka bermain game mendengarkan musik;1
suka sekali sama aplikasi cs nya fast respon banget sangat membantu terimakasih;1
tiap abis lanjut premium nge bug mulu anjir tiba tiba keluar akun mana masuknya susah padahal email udah bener;0
akun spotify ku tidak mau terhubung wifi;0
tema tepat link keliru mana lagu2 dimaksudkan terselektif campur ngawur grupe pilihan dimaksud tema link akomodasi memuat satu pembahasan tema kok ngaduk apa mesti tiap hari makan gratis iklan semacam berkongsi tiap putaran menit lagu diputar 3 bulan gratis premium apa mesti kaota diboikot memberi makan fakir miskin norak lu kaga cinta seni lu bangsat gue tetap putar demen lu aja ngeyel;0
aku mrasa kesulitan cara masuk gunakan aplikasi dg emailsandiku krna aku tlalu tolol tuatapi msih ngikuti pola pkbangan thnlgi mdren mbok tolong beri kmdahan special buat aku yg labsia 12pikun 194720skaranngok tank;0
disaat butuh cepat mau mendengarkan lagu diaplikasi langsung ada;1
mantap sangat menghibur aplikasi sangat bagus sekali;1
samsung j7 pro udah pake paket premium liriknya ga keluar;0
mau update premium ga segera dikirimi kode verifikasi bolakbalik minta tetep ga dikasih padahal pulsa melebihi tarif premiumnya dm twitter ga direspon terus aku mau daftarin spotify premiumnya kudu gimanaaaaa gitu looohhhhh;0
udh perbarui ko jadi gabisa share instagram mohon bantuannya;0
equalizer nya selalu berubah jadi selalu on kan lagimohon perhatikan makasih;0
lagu playlist tambah tambahi mengacak acak privasi pengguna dong;0
bagus semua musik tersedia musiknya berputar shuffle jadi gak enak gak sesuai lagu apa yg pilih tolong donkk spotify jangan dibuat shuffle donkk lagunya kalu udah ada perubahan baru ditambah bintang satu;0
seru banget aku emg suka sedikit ada iklan yaudh aku kasi 4 bintang aja stiil like it;1
musiknya asyik bangetaku bisa menikmati lagu apa aja;1
bagus kadang ada musik yg gak bisa diputar mohon pertimbangan kan;0
mau putar lagu a yg putar malah lagu b z dulu barulah lagu yg mau gue dengerin diputar sungguh bangsat sekali aplikasi kalian download deh rasain sendiri sensasinya emosi;0
baik premium non premium sejauh puas atas fasilitas didapatkan;1
ok banyak iklan anjir ga kaya nya hilangkan iklan nya ngabisin kuota gua aja anjir;0
update aplikasi gak bisa klik titik tiga selalu ngelag tadi abis update nambah kecewa aku sering dengerin lagu live nyatu lagu pertama biasanya pas perpindahan lagu gak ada jeda sekarang malah ada jadi gaasik dengernya tolong diperbaikiulasan lengkapsaya update aplikasi gak bisa klik titik tiga selalu ngelag tadi abis update nambah kecewa aku sering dengerin lagu live nyatu lagu pertama biasanya pas perpindahan lagu gak ada jeda sekarang malah ada jadi gaasik dengernya tolong diperbaiki;0
bangkeee ribet bgt mau nyari lagu yg aja auto delete aplikasi;0
aplikasi bohongg jangannn download mau ngedengerin lagu ajaa susah banget aku pencet putar shuffle ehh yg diputer bukan lagu yg aku mau malah lagu yg lainn jangann download bakalannn nyesel;0
apa hah gak bisa nyetel lagu nya cuma dengeri lagu awal nya doang;0
luar biasa makasih membuatku dengerin lagu jernih;1
bagus sih aplikasix cman spotify qw mode shuffle trus gak kayak semulatolong dong dikembalikan kayak semulapadahal mode autoplay x udh qw mati in tetep aj gk bsa;0
cocok bgt semua lagu favoritku ada disini ada lagu bts aku streaming lagu?nya disini buat naikin chart terimakasih;1
semakin mudah menikmati musik berbagai macan genre dalamnya;1
lagu simpan tidak bisa play full cuman sebagian menit aja;0
kasi bintang 1 tengah lagu musiknya berhenti;0
kurang lengkap murottal alquran nya selebihnya oke;1
gak usah ribet download mp3 dn simpan musik tinggal install dn pngen lagu apa aja tinggal searching pokok e;1
liriknya tidak muncul padahal premium;0
